49,62,56,51
58,8,65,42
97,18,17,65
3,79,37,35
61,17,11,72
82,41,62,55
84,85,82,83
22,85,35,68
63,36,7,86
90,14,50,2
31,67,70,76
10,50,57,77
14,89,53,66
71,17,82,40
95,30,57,57
13,89,1,58
24,1,46,21
52,55,36,20
66,3,64,76
80,11,30,54
98,82,21,32
40,62,4,34
26,3,49,12
79,42,89,90
6,6,58,22
10,89,26,6
12,83,12,6
14,70,62,95
93,55,16,94
100,24,15,61
13,83,48,91
6,39,53,60
3,57,73,24
0,56,29,47
87,60,46,61
50,30,89,25
15,87,17,5
74,33,92,10
75,6,25,0
28,26,65,93
88,49,17,3
45,96,32,86
34,11,54,70
23,83,51,88
1,6,49,18
89,27,98,22
90,70,80,73
90,38,15,74
91,61,31,9
24,20,17,66
56,58,90,80
83,7,33,21
82,25,16,6
66,50,37,97
57,57,99,76
23,62,41,93
98,64,6,72
45,28,46,46
89,19,58,6
13,81,70,95
52,39,76,53
92,89,83,84
79,94,94,88
91,77,61,43
22,56,29,40
1,99,89,88
94,40,26,84
32,86,0,1
23,80,3,5
44,13,91,95
21,0,99,97
25,81,22,60
68,17,70,43
81,64,35,57
88,48,63,19
63,41,16,3
11,12,77,91
81,16,2,5
41,94,63,92
73,31,27,15
64,95,43,24
45,61,64,12
21,16,66,5
53,94,51,42
100,19,10,25
10,31,56,65
18,60,80,8
68,69,8,89
63,25,57,86
30,24,76,18
0,93,67,43
30,58,9,26
8,54,72,22
15,41,52,69
20,79,8,77
85,22,10,57
69,41,58,32
22,64,44,88
19,95,80,59
39,94,29,25
41,88,93,35
43,6,37,46
45,49,29,17
39,99,59,59
33,31,98,18
51,47,30,56
74,43,23,57
50,27,49,67
32,26,86,12
99,49,29,35
19,28,31,69
80,22,61,88
88,92,36,7
24,36,53,9
82,94,1,7
47,79,50,80
9,48,63,71
12,83,7,74
84,13,95,36
93,54,74,50
93,3,96,96
16,25,82,80
51,75,12,32
92,99,30,42
58,51,84,52
86,42,0,81
63,37,7,38
22,96,94,53
76,23,13,8
62,68,30,62
62,54,13,88
23,74,16,59
22,85,47,76
58,18,7,53
91,28,44,6
50,44,43,25
79,37,20,100
72,70,58,63
15,44,62,64
45,14,19,68
26,26,49,60
66,93,91,16
86,99,44,14
14,94,95,73
90,32,13,98
54,44,54,41
45,73,35,57
43,46,85,97
90,37,3,69
58,15,27,27
51,90,16,26
25,18,44,26
21,97,55,74
20,60,51,12
87,95,53,37
91,74,90,37
55,34,74,90
24,12,1,62
19,40,54,14
20,77,90,27
75,64,96,66
39,85,91,74
76,29,68,64
84,56,32,30
24,12,29,7
25,73,23,26
57,94,25,90
44,93,3,72
53,98,67,58
98,59,59,0
47,1,3,78
34,88,9,12
33,40,18,4
64,94,86,49
22,49,92,71
46,59,64,27
15,72,54,43
84,95,30,92
47,64,91,19
20,55,9,14
33,74,92,33
24,6,16,93
72,48,92,98
55,81,18,6
23,40,7,13
40,10,90,53
94,29,87,92
99,31,63,22
47,51,81,71
89,32,8,54
22,57,16,82
47,80,10,80
32,61,10,0
40,51,20,33
78,97,55,47
11,82,85,90
70,69,90,18
83,80,93,82
64,66,0,81
61,73,65,80
63,37,0,73
40,43,84,96
43,56,27,42
75,11,56,10
98,32,14,17
42,77,42,81
98,56,47,55
60,34,72,77
91,28,100,48
7,8,52,4
83,51,34,34
78,80,50,12
82,29,69,37
62,6,83,98
19,25,52,61
51,79,33,13
80,31,89,9
36,47,2,23
1,20,9,70
90,69,50,44
4,79,7,17
9,44,84,36
96,100,32,1
51,57,3,10
11,98,85,53
38,33,6,25
39,55,34,41
40,9,85,77
78,58,94,52
50,3,80,47
54,50,0,27
10,98,58,64
74,36,42,78
82,25,35,36
54,89,87,16
46,66,22,77
39,18,87,21
36,47,24,40
69,92,94,38
41,4,97,12
24,69,16,18
46,57,98,42
70,51,63,28
47,12,9,55
92,7,18,2
80,72,75,89
85,51,50,72
42,37,67,35
47,10,19,66
84,63,67,55
48,92,41,67
12,34,48,81
84,71,14,61
47,26,84,46
11,15,88,93
34,95,60,83
72,70,1,18
37,65,66,31
23,77,82,79
96,47,99,77
66,81,42,83
77,3,16,45
87,23,83,92
89,36,27,64
38,44,27,78
26,86,74,71
69,8,39,87
34,50,41,21
81,59,37,31
50,64,3,65
9,2,17,24
56,64,97,14
38,96,16,100
60,63,33,18
14,29,33,19
44,65,50,84
0,66,24,37
24,73,65,95
12,5,40,70
34,4,82,14
15,17,99,77
87,50,71,17
39,45,80,45
12,63,92,38
68,87,40,10
5,61,93,8
95,6,84,81
3,93,94,78
39,34,17,94
58,84,54,34
48,94,7,57
79,27,48,19
16,16,96,27
27,67,5,0
72,91,58,94
89,54,5,76
28,71,33,51
13,84,59,100
80,41,98,8
72,21,86,44
85,6,42,65
8,73,70,26
80,30,55,63
32,16,87,53
67,98,79,66
35,72,49,56
79,55,83,39
82,4,21,45
22,37,25,80
98,57,17,54
63,69,41,90
94,25,97,80
15,78,60,70
25,28,90,83
90,34,95,76
47,83,62,14
56,38,96,74
45,68,64,0
56,45,24,73
22,95,6,66
30,94,86,86
89,35,40,39
53,48,13,54
12,4,17,73
68,48,5,61
96,13,100,89
37,29,10,21
26,75,50,10
40,71,96,68
69,94,59,39
89,79,60,22
67,60,81,69
14,93,43,24
97,80,70,29
20,2,30,24
79,11,12,44
88,74,82,89
28,53,70,49
80,87,52,69
55,25,78,60
18,83,75,48
4,26,29,75
14,10,26,77
25,10,97,6
13,89,60,19
39,52,24,19
84,27,16,88
98,47,61,52
34,43,55,92
70,46,30,9
86,66,71,72
55,24,1,27
61,22,17,60
25,40,14,3
30,21,54,42
57,31,65,34
25,9,93,21
87,33,2,9
61,53,90,11
78,26,23,57
51,27,75,67
51,10,50,81
61,1,95,98
41,78,72,63
71,89,73,74
54,16,80,2
23,13,3,44
31,16,21,47
56,18,50,86
50,6,59,92
19,60,80,87
88,87,49,39
24,9,32,48
71,66,74,66
93,39,79,94
92,66,3,47
76,70,39,20
10,49,75,15
73,23,60,75
57,6,50,78
8,15,72,94
4,5,40,96
25,82,38,52
87,94,24,49
0,80,37,15
32,1,93,100
59,75,22,94
62,21,25,100
51,44,13,93
64,88,83,71
68,92,69,59
69,1,62,43
58,46,41,99
37,84,35,55
3,99,69,7
16,15,38,72
88,46,45,15
48,80,15,94
96,49,29,72
67,86,71,25
38,71,21,99
52,28,63,41
19,71,56,47
16,11,12,21
87,91,14,52
55,21,6,98
72,94,18,2
95,74,87,55
4,54,12,39
47,85,53,15
45,4,15,11
40,46,24,22
34,13,16,32
81,71,3,90
29,3,47,73
35,32,65,88
51,34,40,31
83,70,59,74
35,78,11,65
80,25,55,81
31,20,15,15
4,11,8,61
29,10,69,60
23,100,17,65
9,67,98,35
0,22,9,23
19,19,70,11
31,18,61,45
33,94,78,0
60,3,39,3
54,2,84,46
24,62,73,10
74,75,29,38
34,50,81,8
85,0,80,26
71,59,3,65
59,20,95,79
1,96,4,95
4,23,55,76
90,55,34,14
33,70,55,55
29,3,49,41
57,92,40,93
35,19,54,17
48,30,86,70
50,57,61,46
96,28,15,54
4,98,72,28
100,48,14,43
77,82,73,78
39,93,68,69
15,29,2,13
12,55,25,96
39,52,59,31
30,0,82,98
8,64,66,79
67,20,76,23
31,31,2,76
47,25,28,97
87,35,35,97
6,53,16,77
100,53,100,38
99,30,18,40
16,15,27,92
8,59,65,29
0,74,43,92
36,63,19,64
59,94,54,42
70,67,88,3
86,90,7,31
92,82,84,36
70,72,29,3
29,65,100,1
91,62,76,56
63,61,46,51
53,87,28,26
37,81,73,53
2,97,61,49
74,60,85,92
28,39,19,49
25,98,1,24
25,98,44,94
35,94,20,59
6,95,17,71
28,96,77,88
8,73,63,71
35,64,25,9
89,80,49,66
9,84,21,51
48,80,56,90
25,47,47,90
66,20,40,35
39,24,26,33
56,73,69,77
5,70,54,5
80,45,36,83
96,93,1,18
39,44,14,66
78,29,1,9
46,91,32,32
19,24,40,67
65,2,94,61
8,6,4,9
48,35,88,89
55,23,89,87
39,1,45,93
49,0,95,96
77,20,86,34
36,47,80,21
11,49,65,32
85,93,77,98
23,72,20,46
64,59,86,61
63,3,5,31
99,85,65,1
75,92,59,5
70,79,97,67
9,54,7,22
17,65,38,40
36,84,45,24
28,95,55,0
50,4,92,28
55,0,84,37
79,79,17,91
27,8,17,9
44,49,60,66
61,27,1,52
89,47,76,47
61,38,81,58
2,80,38,13
62,11,0,35
6,69,87,20
79,98,59,25
64,38,85,79
77,77,84,97
38,73,1,17
4,53,100,97
35,14,36,16
67,27,52,29
41,0,1,80
59,9,53,58
20,3,91,76
28,67,49,49
36,43,31,98
71,63,51,63
32,48,18,87
91,23,94,93
9,5,98,35
49,10,33,12
10,96,10,20
26,84,36,17
18,27,44,0
93,10,60,92
62,15,58,31
70,42,18,83
14,23,40,43
93,25,99,6
54,47,21,11
62,31,54,93
40,21,99,91
67,41,76,48
95,84,6,86
87,50,29,78
3,28,51,23
91,59,97,91
81,37,20,46
25,30,6,19
70,65,47,47
69,37,70,42
8,18,41,84
63,76,12,21
18,95,19,84
30,93,96,63
88,12,48,36
48,87,54,62
60,38,56,25
57,45,37,14
33,43,50,74
12,39,48,98
46,70,98,73
31,59,44,83
99,22,26,10
20,4,67,28
42,19,22,13
52,89,9,91
55,61,1,43
30,89,66,44
24,87,89,16
23,65,2,68
34,16,86,43
11,18,79,53
2,74,16,98
10,44,9,81
81,5,38,99
62,66,32,86
75,54,51,18
68,34,12,44
48,51,35,53
59,53,6,68
41,80,86,41
28,23,89,40
72,21,70,37
46,83,21,91
64,87,26,41
53,85,2,34
40,98,86,72
59,7,95,8
48,85,96,51
83,3,100,9
37,37,47,49
16,85,13,34
16,6,51,91
66,69,87,92
35,88,61,87
67,35,1,34
73,91,17,86
67,80,20,89
57,69,37,82
61,36,8,58
97,57,62,42
62,81,45,91
76,25,77,73
55,51,39,16
95,50,67,82
60,42,83,84
41,84,83,59
76,16,74,98
10,54,48,2
57,87,62,49
40,8,61,48
88,96,17,42
63,79,14,31
62,76,83,54
74,96,22,3
88,6,70,12
66,15,63,83
8,96,74,10
17,18,29,40
52,89,50,21
67,48,45,100
30,12,98,7
